Unnamed: 0,name,serving_size,calories,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,iron,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water,meal_time,calcium_magnesium_ratio,vitamin_c_e_ratio,saturated_unsaturated_fatty_acids_ratio,total_essential_amino_acids,total_carbohydrates,antioxidant_capacity,energy_density
2957,"KEEBLER, bite-size, Cinnamon Grahams, GRIPZ",100,415,13,41,0.0,32.4,0.0,0.0069,0.0,4.0,0.0,0.22,0.38,7.5,0.0901,0.0,0.0,0.0,0.0,0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.38,5.6,0.0,14.9,18.9,0.0,0.13,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7560,104,2050,0,0,0,0,0,0,1290,4100,2800,4900,0.0,0,0,0.0,0.0,250,Supper,7.142857142857143,0.0,0,0,9714,7.5,4
2958,"Restaurant, sweet and sour chicken, Chinese",100,250,13,19,0.027,24.6,0.242,0.0011,0.0005,3.657,0.56,0.043,0.053,0.7925,0.0018,0.0093,0.0138,0.0,0.0037,0,9e-06,0.257,0.024,0.0175,0.082,0.082,0.000225,4.5,0.039,0.212,1.5,0.152,13.5,15.8,0.000115,0.042,1010,489,553,808,128,1893,394,287,0,404,734,691,234,372,468,383,394,106,255,425,2386,10,1147,303,0,326,0,0,518,1265,1933,2717,6419,2.7,0,121,0.0,0.0,5217,Supper,3.0,0.2926829268292683,0,3360,3543,0.8986149999999999,2
2959,"Restaurant, chicken and vegetables, Chinese",100,95,46,8,0.021,41.3,0.418,0.004,0.0,1.69,0.44,0.12,0.03,1.575,0.0056,0.0066,0.0286,0.0,0.0301,0,7e-06,0.232,0.081,0.0,0.077,0.077,0.000547,2.0,0.044,0.056,1.5,0.126,7.3,18.5,8.1e-05,0.043,818,374,422,701,95,1620,264,179,7,306,517,454,163,264,258,295,306,74,205,322,538,9,293,50,0,47,0,0,197,456,770,1087,2080,2.1,0,165,0.0,0.0,8024,Breakfast,1.3333333333333333,1.051948051948052,0,2406,840,1.7330809999999999,0
2960,"Margarine-like spread, BENECOL Light Spread",100,357,39,48,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,11.4175,0.137,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.722,3.722,0.000565,0.4,0.0,0.0,0.1,0.0,0.4,0.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,0,0,0,0,0,0,0,0,3871,4770,18932,11948,0.0,0,186,0.0,0.0,5373,Supper,4.0,0.0,0,0,571,15.1395,3
2961,"HEALTHY REQUEST, condensed, Minestrone Soup",100,63,4,0,0.0,32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.985,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.086,0.0,0.0,0.0,65.9,0.0,0.0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190,24,317,0,0,0,0,0,0,40,0,0,0,0.0,0,172,0.0,0.0,8320,Breakfast,0.0,0.0,0,0,1531,1.985,0
2962,"Peas and onions, solids and liquids, canned",100,51,4,1,0.0,44.2,0.0,0.0027,0.0,1.28,0.159,0.07,0.1,0.4025,0.0008,0.0,0.0,0.0,0.0,0,0.0,0.192,0.03,0.0,0.0,0.0,0.0,1.7,0.1,0.087,1.6,0.255,5.1,9.6,4e-06,0.058,328,142,270,293,22,454,113,64,0,118,191,190,48,119,105,109,120,24,70,138,857,23,0,0,0,0,0,0,0,38,68,36,176,0.0,0,137,0.0,0.0,8640,Breakfast,1.0625,0.0,0,948,880,0.432504,0
2963,"Babyfood, strained, mixed vegetable, dinner",100,41,1,0,0.0,3.8,0.0,0.0008,0.0,0.502,0.277,0.031,0.015,6.82,0.0136,0.0,0.0,0.0,0.0,0,0.0,0.075,0.028,0.0,0.0,0.0,0.0,2.2,0.044,0.033,1.1,0.0,2.4,12.1,7e-06,0.016,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0,50,0.0,0.0,8870,Breakfast,2.0,0.0,0,0,950,6.848007,0
2964,"WENDY'S, single, DAVE'S Hot 'N Juicy 1/4 LB",100,268,16,57,0.051,47.3,0.368,0.0,0.0,3.143,0.755,0.257,0.177,0.64,0.005,0.0,0.0064,0.0002,0.0041,0,9.3e-05,0.186,0.011,0.0,0.057,0.057,0.0,7.3,0.081,0.23,1.8,0.186,12.5,20.8,0.000165,0.226,1369,692,751,982,215,2802,827,360,195,494,1036,1004,295,558,1320,590,521,145,413,574,1773,11,450,210,0,163,37,40,0,1580,5746,5352,2366,5.1,0,186,0.0,0.0,5092,Supper,4.055555555555555,0.19298245614035087,0,4627,2234,0.708165,2
2965,"Babyfood, strained, banana pudding, dessert",100,68,8,3,0.029,5.4,0.107,0.0006,0.0,0.16,0.0,0.06,0.01,0.0475,0.0001,0.0007,0.0008,0.0,0.0019,0,1e-06,0.13,0.12,0.0125,0.007,0.007,2e-06,1.1,0.04,0.03,0.5,0.0,3.4,9.0,1.1e-05,0.012,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1414,8,1055,0,0,0,0,0,0,80,264,277,111,2.9,0,56,0.0,0.0,8350,Breakfast,2.2,17.142857142857142,0,0,2477,0.174511,0
2966,"Fish, raw, mixed species, fresh water, bass",100,114,37,8,0.068,7.0,0.0,0.0015,0.0,1.25,0.75,0.074,0.075,0.25,0.003,0.0,0.0,0.0,0.0,0,0.0002,0.12,0.02,0.0,0.0,0.0,0.0,8.0,0.093,0.149,3.0,0.889,20.0,35.6,0.000126,0.065,1886,1140,1128,1931,202,2815,905,555,0,869,1533,1732,558,736,667,769,827,211,637,971,0,0,0,0,0,0,0,0,0,369,780,1431,1062,6.8,0,152,0.0,0.0,7566,Breakfast,2.6666666666666665,0.0,0,7437,0,0.27012600000000003,1
2967,"Cookies, baked, refrigerated dough, oatmeal",100,471,21,53,0.026,32.7,0.0,0.0027,0.002,1.865,0.21,0.148,0.208,0.175,0.0004,0.0,0.0,0.0,0.0,0,4e-06,0.055,0.001,0.0,0.0,0.0,0.0,3.5,0.122,0.238,3.2,0.953,11.6,16.3,0.000101,0.071,600,284,371,501,170,1340,268,139,0,252,460,286,136,309,387,339,197,98,217,323,6570,28,0,0,0,0,0,0,0,2100,5339,11729,2976,2.6,0,140,0.0,0.0,580,Supper,1.09375,0.0,0,2061,6598,0.17610099999999998,4
2968,"CRACKER BARREL, farm raised catfish platter",100,266,17,32,0.067,41.4,0.0,0.0,0.0,3.06,0.61,0.09,0.112,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00031,0.182,0.0,0.0,0.0,0.0,0.000247,4.3,0.048,0.071,3.4,0.075,47.0,43.4,0.0,0.094,2294,1360,1460,2360,230,3610,1140,510,0,1100,1920,2200,660,950,910,940,1050,250,730,2050,531,16,0,0,0,0,0,0,0,1705,3249,4577,7612,6.7,0,238,0.0,0.0,5232,Supper,1.2647058823529411,0.0,0,10180,547,0.0,2
2969,"Rice, cooked, enriched, medium-grain, white",100,130,2,1,0.0,0.0,0.0,0.0058,0.0056,1.835,0.411,0.016,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.3,0.038,0.149,1.3,0.377,3.7,2.9,7.5e-05,0.042,238,138,198,224,49,464,108,56,0,103,197,86,56,127,112,125,85,28,80,145,2859,3,0,0,0,0,0,0,0,21,57,65,56,0.0,0,21,0.0,0.0,6861,Lunch,0.23076923076923075,0.0,0,827,2862,7.5e-05,1
2970,"Beverages, diet, lemon, ready-to-drink, tea",100,2,0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.085,0.0,3.7,0.0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4,0.8,0.0,9955,Breakfast,0.0,0.0,0,0,41,0.0,0
2971,"Nuts, with salt added, plain, almond butter",100,614,56,66,0.0,22.7,0.521,0.0053,0.0,3.155,0.318,0.939,0.041,0.0025,0.0,0.0,0.0001,0.0,0.0001,0,0.0,0.103,0.0,0.0,2.421,2.421,0.0,34.7,0.934,0.349,27.9,2.131,50.8,74.8,2.4e-05,0.329,2096,990,2382,2397,242,5912,1472,550,0,813,1483,612,122,1149,915,926,555,159,595,937,1882,103,627,0,0,2,0,10,614,5550,6550,32445,13613,0.0,0,309,0.0,0.0,164,Supper,1.2437275985663083,0.0,0,5830,2612,2.4235239999999996,6
2972,"Candies, MARS Almond Bar, MARS SNACKFOOD US",100,467,23,73,0.017,17.0,0.371,0.0009,0.0,0.945,0.404,0.312,0.041,0.1275,0.0015,0.0,0.0001,0.0,0.0,0,3.6e-05,0.06,0.007,0.0,0.775,0.775,0.000109,16.8,0.25,0.11,7.2,0.367,23.4,32.5,1.6e-05,0.111,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6270,20,5210,0,0,0,0,0,0,2300,7268,10693,3980,1.7,0,160,0.4,2.9,450,Supper,2.3333333333333335,0.009032258064516128,0,0,11500,0.909516,4
2973,"Waffles, ready-to-heat, frozen, gluten-free",100,263,88,8,0.0,50.5,0.155,0.0008,0.0,1.803,0.48,0.04,0.08,0.0075,0.0,0.0,0.0001,0.0001,0.0044,0,0.000268,0.067,0.0,0.0,0.096,0.096,6.9e-05,4.0,0.089,0.063,3.1,0.781,35.9,12.4,4e-06,0.05,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4305,14,173,50,0,43,0,0,79,884,781,4456,2375,0.0,0,202,0.0,0.0,4337,Supper,1.2903225806451613,0.0,0,0,4492,0.10350400000000001,2
2974,"Cookies, refrigerated dough, chocolate chip",100,451,21,84,0.007,32.1,0.0,0.0057,0.0048,1.975,0.308,0.191,0.187,0.03,0.0004,0.0,0.0,0.0,0.0,0,8e-06,0.038,0.0,0.0,0.0,0.0,0.0,1.4,0.18,0.2,2.4,0.373,6.9,18.0,5e-05,0.05,398,158,181,260,88,1202,143,90,0,190,328,200,89,218,409,246,149,59,146,220,6102,15,3804,0,0,0,0,0,0,2133,8390,10414,2172,0.7,0,154,0.9,7.2,1208,Supper,0.5833333333333334,0.0,0,1453,9921,0.03005,4
2975,"Beverages, Peach Mango, V8 SPLASH Smoothies",100,37,0,0,0.0,2.9,0.0,0.0,0.0,0.816,0.0,0.0,0.0,3.5725,0.0,0.0,0.0,0.0,0.0,0,2.4e-05,0.082,0.245,0.0,0.0,0.0,0.0,4.1,0.0,0.015,0.0,0.0,0.0,2.4,0.0,0.0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776,0,735,0,0,0,0,0,0,0,0,0,0,0.0,0,33,0.0,0.0,9069,Breakfast,0.0,0.0,0,0,1511,3.8175,0
2976,"Sweeteners, powder, dry, fructose, tabletop",100,368,0,0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.221,0.01,0.0,0.0,0.0,0.0,6e-06,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,9270,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,Supper,0.0,0.0,0,0,19270,6e-06,3
2977,"Balsam-pear (bitter gourd), raw, leafy tips",100,30,7,0,0.0,1.1,0.0,0.0128,0.0,1.11,0.063,0.362,0.181,4.335,0.0087,0.0,0.0,0.0,0.0,0,0.0,0.803,0.88,0.0,0.0,0.0,0.0,8.4,0.201,0.204,8.5,0.536,9.9,60.8,9e-06,0.03,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,0,0,0,69,0,0,0,0.0,0,147,0.0,0.0,8925,Breakfast,0.9882352941176471,0.0,0,0,329,5.215009,0
2978,"Sausage, pork and beef, smoked link sausage",100,320,29,98,0.058,91.1,0.507,0.0002,0.0,2.94,0.525,0.106,0.192,0.185,0.0013,0.0011,0.0011,0.0011,0.0,0,5.8e-05,0.163,0.0,0.11,0.013,0.013,0.0,1.2,0.077,0.075,1.3,0.048,12.1,17.9,0.0,0.126,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,2873,9769,12238,3927,5.8,0,289,0.0,0.0,5397,Supper,0.923076923076923,0.0,0,0,242,0.198,3
2979,"Babyfood, mango with tapioca, fruit dessert",100,70,2,0,0.0,0.4,0.045,0.0008,0.0,0.2,0.1,0.02,0.02,1.125,0.0023,0.001,0.0262,0.0006,0.0,0,0.0,0.08,0.158,0.0,0.066,0.066,2.5e-05,0.8,0.03,0.02,0.6,0.0,0.4,6.6,4e-06,0.003,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,11,1300,0,0,0,0,0,0,20,39,60,30,0.0,0,33,0.0,0.0,8000,Breakfast,1.3333333333333335,2.393939393939394,0,0,3211,1.3490039999999999,0
2980,"Candies, M&M MARS Pretzel Chocolate Candies",100,447,15,9,0.013,47.5,0.293,0.0015,0.0006,0.433,0.314,0.203,0.082,0.29,0.0034,0.0,0.0003,0.0,0.0004,0,4.5e-05,0.032,0.0,0.0,0.037,0.037,4.7e-05,5.0,0.271,0.09,3.9,0.297,13.5,25.3,3.3e-05,0.125,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7294,25,5000,0,0,0,0,0,0,1500,8986,3302,1014,1.3,0,223,1.1,12.6,484,Supper,1.2820512820512822,0.0,2,0,12319,0.32703299999999996,4
2981,"Chicken, stewed, cooked, meat only, stewing",100,237,12,31,0.083,7.8,0.0,0.0006,0.0,6.408,0.861,0.277,0.112,0.28,0.0034,0.0,0.0,0.0,0.0,0,2.6e-05,0.31,0.0,0.0,0.03,0.03,3.1e-05,1.3,0.116,0.143,2.2,0.022,20.4,20.2,0.000252,0.206,3042,1660,1835,2711,389,4556,1494,944,0,1606,2283,2585,842,1207,1251,1046,1285,356,1027,1509,0,0,0,0,0,0,0,0,0,1189,3100,4050,2830,8.3,0,135,0.0,0.0,5635,Lunch,0.5909090909090908,0.0,0,11673,0,0.31025200000000003,2
2982,"Chicken, simmered, cooked, giblets, stewing",100,194,93,27,0.355,5.6,0.0,0.0367,0.0,4.971,2.971,1.047,0.09,23.84,0.2864,0.0,0.0,0.0,0.0,0,0.000948,0.41,0.055,0.0,0.0,0.0,0.0,1.3,0.299,0.644,2.0,0.177,22.3,15.4,0.000904,0.428,2573,1252,1724,2408,342,3928,1414,596,0,1288,2046,1875,645,1160,1311,1125,1167,291,842,1363,11,0,0,0,0,0,0,0,0,930,2660,2940,1890,35.5,0,87,0.0,0.0,6400,Lunch,0.65,0.0,0,9835,11,23.895903999999998,1
2983,"McDONALD'S, BIG MAC (without Big Mac Sauce)",100,234,12,42,0.035,45.4,0.0,0.005,0.0,3.693,0.0,0.223,0.19,0.465,0.0,0.0,0.0,0.0,0.0,0,9.4e-05,0.0,0.004,0.0,0.0,0.0,0.0,12.4,0.105,0.214,2.1,0.218,13.0,19.2,0.0,0.207,1279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2101,17,370,174,0,96,35,47,21,1157,4162,3802,334,3.5,0,191,0.0,0.0,5276,Lunch,5.904761904761905,0.0,1,0,2488,0.46900000000000003,2
2984,"MURRAY, Butter Cookies, COOKIE JAR CLASSICS",100,463,16,51,0.0,44.1,0.0,0.0107,0.0,4.1,0.0,0.34,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.5,0.0,7.5,7.5,0.0,0.05,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7430,19,2230,0,0,0,0,0,0,1570,5100,3500,5800,0.0,0,0,0.0,0.0,250,Supper,0.0,0.0,0,0,9679,0.0,4
2985,"KELLOGG'S, Homestyle, Waffles, EGGO Protein",100,281,10,25,0.029,56.2,0.0,0.0057,0.0,5.7,0.0,0.49,0.43,3.5725,0.0429,0.0,0.0,0.0,0.0,0,0.00017,0.57,0.0,0.0025,0.36,0.36,0.0,35.7,0.0,0.64,1.8,0.0,28.6,11.3,0.0,0.04,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3700,12,270,0,0,0,0,0,0,1020,2500,2600,4200,2.9,0,0,0.0,0.0,3690,Supper,19.833333333333336,0.0,0,0,3982,3.9324999999999997,2
2986,"Babyfood, strained, green beans, vegetables",100,27,2,0,0.0,0.7,0.226,0.0024,0.0,0.361,0.041,0.079,0.026,0.8875,0.0018,0.0015,0.0197,0.0017,0.0526,0,0.0,0.038,0.003,0.0,0.007,0.007,0.000424,3.9,0.03,0.067,2.0,0.265,4.1,14.6,1e-06,0.022,120,60,72,254,11,171,53,36,0,58,85,65,19,53,66,69,55,15,46,71,629,22,188,89,0,71,0,0,28,17,39,0,116,0.0,0,49,0.0,0.0,9185,Breakfast,1.95,0.42857142857142855,0,421,839,0.897501,0
2987,"Alcoholic Beverage, Syrah, red, table, wine",100,83,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0.0,105,32,0.0,0.0,8653,Breakfast,0.0,0.0,0,0,258,0.0,0
2988,"Snacks, sesame seed, brown rice, rice cakes",100,392,38,5,0.0,22.7,0.0,0.0018,0.0,7.205,1.461,0.085,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.155,0.03,0.0,0.0,0.0,0.0,1.2,0.39,0.158,13.6,4.299,37.5,29.0,0.000241,0.3,760,440,595,710,94,1550,380,193,0,321,625,288,174,391,355,394,279,100,286,444,8150,54,0,0,0,0,0,0,0,380,540,1100,1150,0.0,0,120,0.0,0.0,590,Supper,0.08823529411764706,0.0,0,2622,8204,0.030241,3
2989,"Spinach, with salt, drained, boiled, cooked",100,23,3,0,0.0,30.6,0.197,0.0146,0.0,0.49,0.145,0.236,0.095,26.2025,0.0524,0.0,0.6288,0.0,1.1308,0,0.0,0.242,0.098,0.0,0.208,0.208,0.004936,13.6,0.174,0.357,8.7,0.935,5.6,46.6,1.5e-05,0.076,297,147,168,250,35,357,140,66,0,152,231,182,55,134,116,107,127,40,113,168,375,24,43,0,0,0,0,0,0,26,43,6,109,0.0,0,181,0.0,0.0,9121,Breakfast,1.5632183908045978,0.4711538461538462,0,1089,442,26.508515,0
2990,"Salsify, with salt, drained, boiled, cooked",100,68,2,0,0.0,25.2,0.259,0.0015,0.0,0.392,0.276,0.173,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.218,0.046,0.0,0.019,0.019,3e-06,4.7,0.07,0.055,1.8,0.21,5.6,28.3,6e-06,0.03,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1536,31,290,0,0,0,0,0,0,17,0,0,0,0.0,0,74,0.0,0.0,8100,Breakfast,2.611111111111111,2.4210526315789473,0,0,1857,0.06500600000000001,0
2991,"Fireweed, raw (Alaska Native), young leaves",100,44,8,0,0.0,5.0,0.0,0.0,0.0,1.4,0.0,0.86,0.04,14.3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,1.3,0.0,0.21,0.0,0.0,16.6,25.1,0.0,0.0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,60,0,0,0,0,0,0,0,80,0,0,0,0.0,0,270,0.0,0.0,8720,Breakfast,0.0,0.0,0,0,690,15.290000000000001,0
2992,"Sauce, ready to serve, mild, red, enchilada",100,30,9,1,0.0,54.7,0.009,0.0005,0.0,0.388,0.082,0.055,0.04,1.7925,0.0036,0.0074,0.0362,0.0062,0.0103,0,0.0,0.059,0.003,0.0,0.07,0.07,2.8e-05,0.7,0.031,0.067,0.6,0.047,1.1,10.1,4e-06,0.009,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,5,183,81,0,59,0,0,43,91,111,68,276,0.0,0,182,0.0,0.0,9178,Breakfast,1.1666666666666667,0.04285714285714285,0,0,675,1.8655039999999998,0
2993,"Mayonnaise, low calorie or diet, low sodium",100,231,19,33,0.024,11.0,0.085,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6e-06,0.0,0.0,0.0,0.643,0.643,0.000247,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6e-05,0.011,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,0,420,0,0,0,0,0,0,1920,3300,4500,10600,2.4,0,180,0.0,0.0,6270,Lunch,0.0,0.0,0,0,2020,0.643016,2
2994,"Pasta, without added salt, enriched, cooked",100,158,9,2,0.0,0.1,0.064,0.0073,0.0066,1.689,0.112,0.136,0.274,0.0,0.0,0.0,0.0,0.0,0.0007,0,0.0,0.049,0.0,0.0,0.006,0.006,0.0,0.7,0.1,0.128,1.8,0.322,5.8,4.4,0.000264,0.051,580,192,208,274,112,2018,194,131,0,224,434,131,64,293,689,271,203,81,107,258,3086,18,56,3,0,4,0,40,9,93,176,131,326,0.0,0,27,0.0,0.0,6213,Lunch,0.38888888888888884,0.0,0,1688,3160,0.0062640000000000005,1
2995,"Candies, not chocolate covered, coconut bar",100,481,28,26,0.0,12.8,0.1,0.0022,0.0,0.445,0.247,0.021,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.045,0.027,0.0,0.02,0.02,1e-06,4.3,0.36,0.077,2.7,1.238,9.3,29.4,8.6e-05,0.102,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5587,64,3616,0,0,0,0,0,0,2765,25540,328,84,0.0,0,110,0.0,0.0,1326,Supper,1.5925925925925923,1.3499999999999999,61,0,9267,0.047086,4
2996,"Whale, raw (Alaska Native), flipper, beluga",100,271,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.325,0.0279,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.28,0.0,0.0,15.3,0.0,0.0,0.0,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2170,0,0,0,0.0,0,180,0.0,0.0,5750,Supper,0.0,0.0,0,0,0,2.325,2
2997,"Beverages, unsweetened, lemon, instant, tea",100,345,2,0,0.0,5.5,0.664,0.0061,0.0,6.168,2.597,0.558,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.223,0.0,0.0,0.009,0.009,0.0,2.8,0.331,0.075,13.9,30.67,10.7,345.3,3e-05,0.098,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7852,50,452,0,0,0,0,0,0,18,47,12,117,0.0,0,960,179.4,4.0,430,Supper,0.20143884892086328,0.0,0,0,8354,0.00903,3
2998,"FAMOUS AMOS, Vanilla Sandwich Creme Cookies",100,485,19,63,0.0,26.0,0.0,0.0073,0.0,2.8,0.0,0.24,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,1.0,0.0,6.7,5.2,0.0,0.03,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7380,13,3720,0,0,0,0,0,0,1930,6300,4400,7200,0.0,0,0,0.0,0.0,200,Supper,0.0,0.0,0,0,11113,0.0,4
2999,"Cheese, low fat, swiss, pasteurized process",100,165,51,33,0.035,143.0,0.362,0.0009,0.0,0.08,0.0,0.39,0.03,0.38,0.004,0.0,0.0013,0.0,0.0,0,7.7e-05,0.08,0.0,0.01,0.007,0.007,5e-06,68.4,0.033,0.043,2.4,0.0,82.7,18.0,0.000174,0.332,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,0,135,0,0,0,0,0,0,510,3303,1351,180,3.5,0,600,0.0,0.0,5910,Lunch,28.500000000000004,0.0,2,0,565,0.387174,1
3000,"Candies, dark chocolate coated coffee beans",100,540,30,15,0.013,2.5,0.0,0.0003,0.0,0.578,0.108,0.266,0.018,0.0,0.0,0.0,0.0,0.0,0.0016,0,0.0,0.038,0.0,0.0,0.023,0.023,5.9e-05,10.0,0.563,0.27,10.7,0.558,13.5,34.2,2.8e-05,0.132,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5995,75,4250,0,0,0,0,0,0,3000,15000,0,0,1.3,0,108,83.9,36.8,147,Supper,0.9345794392523366,0.0,0,0,10320,0.023028,5
3001,"Rolls, reduced-calorie, hamburger or hotdog",100,196,2,3,0.0,41.0,0.146,0.0111,0.0086,4.935,0.38,0.175,0.393,0.0025,0.0,0.0,0.0,0.0,0.0045,0,1e-05,0.038,0.002,0.0,0.007,0.007,3.1e-05,5.9,0.143,0.299,2.0,0.449,8.4,7.8,0.000235,0.068,830,229,0,452,112,1777,216,157,0,296,512,299,119,321,632,337,229,83,229,324,4210,62,476,0,0,0,0,0,0,200,325,524,763,0.0,0,160,0.0,0.0,4600,Lunch,2.95,0.2857142857142857,0,2183,4748,0.011735,1
3002,"Beans, raw, mature seeds, all types, kidney",100,333,8,1,0.0,2.4,0.0,0.0394,0.0,2.06,0.78,0.219,0.529,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.397,0.045,0.0,0.022,0.022,0.00019,14.3,0.958,0.82,14.0,1.021,40.7,140.6,3.2e-05,0.279,2358,988,1460,2852,256,3595,920,656,0,1041,1882,1618,355,1275,1000,1282,992,279,664,1233,6001,249,223,0,0,0,0,0,0,83,120,64,457,0.0,0,383,0.0,0.0,1175,Supper,1.0214285714285716,2.0454545454545454,0,8675,6473,0.06703200000000001,3
